Zone,Sub-Registrar-Office,Village,Street Name,Land Classification,Year,Price
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,SHANTHI SADAN COLONY,Residential Special Category - II,2023,700
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,SHANTHI SADAN COLONY,Residential Special Category - II,2024,700
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,SPO COLONY,Residential Special Category - III,2012,600
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,SPO COLONY,Residential Special Category - III,2013,600
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,SPO COLONY,Residential Special Category - III,2014,600
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,SPO COLONY,Residential Special Category - III,2015,600
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,SPO COLONY,Residential Special Category - III,2016,600
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,SPO COLONY,Residential Special Category - III,2017,600
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,SPO COLONY,Residential Special Category - III,2017,402
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,SPO COLONY,Residential Special Category - III,2018,402
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,SPO COLONY,Residential Special Category - III,2019,402
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,SPO COLONY,Residential Special Category - III,2020,402
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,SPO COLONY,Residential Special Category - III,2021,402
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,SPO COLONY,Residential Special Category - III,2022,402
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,SPO COLONY,Residential Special Category - III,2023,402
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,SPO COLONY,Residential Special Category - III,2023,700
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,SPO COLONY,Residential Special Category - III,2024,700
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,TOKNAGAR,Residential Special Category - III,2012,600
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,TOKNAGAR,Residential Special Category - III,2013,600
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,TOKNAGAR,Residential Special Category - III,2014,600
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,TOKNAGAR,Residential Special Category - III,2015,600
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,TOKNAGAR,Residential Special Category - III,2016,600
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,TOKNAGAR,Residential Special Category - III,2017,600
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,TOKNAGAR,Residential Special Category - III,2017,402
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,TOKNAGAR,Residential Special Category - III,2018,402
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,TOKNAGAR,Residential Special Category - III,2019,402
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,TOKNAGAR,Residential Special Category - III,2020,402
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,TOKNAGAR,Residential Special Category - III,2021,402
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,TOKNAGAR,Residential Special Category - III,2022,402
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,TOKNAGAR,Residential Special Category - III,2023,402
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,TOKNAGAR,Residential Special Category - III,2023,700
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,TOKNAGAR,Residential Special Category - III,2024,700
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VAIGAI NAGAR,Residential Special Category - I,2012,1000
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VAIGAI NAGAR,Residential Special Category - I,2013,1000
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VAIGAI NAGAR,Residential Special Category - I,2014,1000
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VAIGAI NAGAR,Residential Special Category - I,2015,1000
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VAIGAI NAGAR,Residential Special Category - I,2016,1000
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VAIGAI NAGAR,Residential Special Category - I,2017,1000
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VAIGAI NAGAR,Residential Special Category - I,2017,670
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VAIGAI NAGAR,Residential Special Category - I,2018,670
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VAIGAI NAGAR,Residential Special Category - I,2019,670
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VAIGAI NAGAR,Residential Special Category - I,2020,670
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VAIGAI NAGAR,Residential Special Category - I,2021,670
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VAIGAI NAGAR,Residential Special Category - I,2022,670
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VAIGAI NAGAR,Residential Special Category - I,2023,670
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VAIGAI NAGAR,Residential Special Category - I,2023,700
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VAIGAI NAGAR,Residential Special Category - I,2024,700
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRATTIPATHU,Residential Grade - II Category - III,2012,300
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRATTIPATHU,Residential Grade - II Category - III,2013,300
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRATTIPATHU,Residential Grade - II Category - III,2014,300
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRATTIPATHU,Residential Grade - II Category - III,2015,300
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRATTIPATHU,Residential Grade - II Category - III,2016,300
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRATTIPATHU,Residential Grade - II Category - III,2017,300
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRATTIPATHU,Residential Grade - II Category - III,2017,268
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRATTIPATHU,Residential Grade - II Category - III,2018,268
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRATTIPATHU,Residential Grade - II Category - III,2019,268
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRATTIPATHU,Residential Grade - II Category - III,2020,268
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRATTIPATHU,Residential Grade - II Category - III,2021,268
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRATTIPATHU,Residential Grade - II Category - III,2022,268
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRATTIPATHU,Residential Grade - II Category - III,2023,268
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRATTIPATHU,Residential Grade - II Category - III,2023,700
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRATTIPATHU,Residential Grade - II Category - III,2024,700
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRUDHACHALAM,Residential Special Category - III,2012,600
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRUDHACHALAM,Residential Special Category - III,2013,600
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRUDHACHALAM,Residential Special Category - III,2014,600
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRUDHACHALAM,Residential Special Category - III,2015,600
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRUDHACHALAM,Residential Special Category - III,2016,600
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRUDHACHALAM,Residential Special Category - III,2017,600
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRUDHACHALAM,Residential Special Category - III,2017,402
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRUDHACHALAM,Residential Special Category - III,2018,402
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRUDHACHALAM,Residential Special Category - III,2019,402
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRUDHACHALAM,Residential Special Category - III,2020,402
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRUDHACHALAM,Residential Special Category - III,2021,402
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRUDHACHALAM,Residential Special Category - III,2022,402
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRUDHACHALAM,Residential Special Category - III,2023,402
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRUDHACHALAM,Residential Special Category - III,2023,700
Madurai,NAGAMALAI PUTHUKOTTAI,KOCHADAI STREET,VIRUDHACHALAM,Residential Special Category - III,2024,700
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,BHARATHIYAR STREET,Residential Area - Class II,2012,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,BHARATHIYAR STREET,Residential Area - Class II,2013,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,BHARATHIYAR STREET,Residential Area - Class II,2014,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,BHARATHIYAR STREET,Residential Area - Class II,2015,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,BHARATHIYAR STREET,Residential Area - Class II,2016,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,BHARATHIYAR STREET,Residential Area - Class II,2017,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,BHARATHIYAR STREET,Residential Area - Class II,2017,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,BHARATHIYAR STREET,Residential Area - Class II,2018,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,BHARATHIYAR STREET,Residential Area - Class II,2019,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,BHARATHIYAR STREET,Residential Area - Class II,2020,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,BHARATHIYAR STREET,Residential Area - Class II,2021,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,BHARATHIYAR STREET,Residential Area - Class II,2022,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,BHARATHIYAR STREET,Residential Area - Class II,2023,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,BHARATHIYAR STREET,Residential Area - Class II,2023,400
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,BHARATHIYAR STREET,Residential Area - Class II,2024,400
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,CHANDRAGHANDHI NAGAR,Residential Special Category - II,2012,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,CHANDRAGHANDHI NAGAR,Residential Special Category - II,2013,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,CHANDRAGHANDHI NAGAR,Residential Special Category - II,2014,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,CHANDRAGHANDHI NAGAR,Residential Special Category - II,2015,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,CHANDRAGHANDHI NAGAR,Residential Special Category - II,2016,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,CHANDRAGHANDHI NAGAR,Residential Special Category - II,2017,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,CHANDRAGHANDHI NAGAR,Residential Special Category - II,2017,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,CHANDRAGHANDHI NAGAR,Residential Special Category - II,2018,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,CHANDRAGHANDHI NAGAR,Residential Special Category - II,2019,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,CHANDRAGHANDHI NAGAR,Residential Special Category - II,2020,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,CHANDRAGHANDHI NAGAR,Residential Special Category - II,2021,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,CHANDRAGHANDHI NAGAR,Residential Special Category - II,2022,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,CHANDRAGHANDHI NAGAR,Residential Special Category - II,2023,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,CHANDRAGHANDHI NAGAR,Residential Special Category - II,2023,700
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,CHANDRAGHANDHI NAGAR,Residential Special Category - II,2024,700
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,DSP NAGAR,Residential Special Category - III,2012,2000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,DSP NAGAR,Residential Special Category - III,2013,2000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,DSP NAGAR,Residential Special Category - III,2014,2000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,DSP NAGAR,Residential Special Category - III,2015,2000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,DSP NAGAR,Residential Special Category - III,2016,2000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,DSP NAGAR,Residential Special Category - III,2017,2000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,DSP NAGAR,Residential Special Category - III,2017,1340
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,DSP NAGAR,Residential Special Category - III,2018,1340
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,DSP NAGAR,Residential Special Category - III,2019,1340
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,DSP NAGAR,Residential Special Category - III,2020,1340
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,DSP NAGAR,Residential Special Category - III,2021,1340
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,DSP NAGAR,Residential Special Category - III,2022,1340
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,DSP NAGAR,Residential Special Category - III,2023,1340
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,DSP NAGAR,Residential Special Category - III,2023,840
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,DSP NAGAR,Residential Special Category - III,2024,840
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,ELLIS NAGAR,Residential Special Category - II,2012,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,ELLIS NAGAR,Residential Special Category - II,2013,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,ELLIS NAGAR,Residential Special Category - II,2014,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,ELLIS NAGAR,Residential Special Category - II,2015,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,ELLIS NAGAR,Residential Special Category - II,2016,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,ELLIS NAGAR,Residential Special Category - II,2017,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,ELLIS NAGAR,Residential Special Category - II,2017,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,ELLIS NAGAR,Residential Special Category - II,2018,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,ELLIS NAGAR,Residential Special Category - II,2019,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,ELLIS NAGAR,Residential Special Category - II,2020,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,ELLIS NAGAR,Residential Special Category - II,2021,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,ELLIS NAGAR,Residential Special Category - II,2022,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,ELLIS NAGAR,Residential Special Category - II,2023,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,ELLIS NAGAR,Residential Special Category - II,2023,700
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,ELLIS NAGAR,Residential Special Category - II,2024,700
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,GANDHIJI STREET,Residential Grade I - I,2012,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,GANDHIJI STREET,Residential Grade I - I,2013,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,GANDHIJI STREET,Residential Grade I - I,2014,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,GANDHIJI STREET,Residential Grade I - I,2015,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,GANDHIJI STREET,Residential Grade I - I,2016,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,GANDHIJI STREET,Residential Grade I - I,2017,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,GANDHIJI STREET,Residential Grade I - I,2017,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,GANDHIJI STREET,Residential Grade I - I,2018,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,GANDHIJI STREET,Residential Grade I - I,2019,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,GANDHIJI STREET,Residential Grade I - I,2020,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,GANDHIJI STREET,Residential Grade I - I,2021,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,GANDHIJI STREET,Residential Grade I - I,2022,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,GANDHIJI STREET,Residential Grade I - I,2023,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,GANDHIJI STREET,Residential Grade I - I,2023,400
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,GANDHIJI STREET,Residential Grade I - I,2024,400
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HARIJAN COLONY,Residential Grade - II Category - II,2012,500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HARIJAN COLONY,Residential Grade - II Category - II,2013,500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HARIJAN COLONY,Residential Grade - II Category - II,2014,500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HARIJAN COLONY,Residential Grade - II Category - II,2015,500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HARIJAN COLONY,Residential Grade - II Category - II,2016,500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HARIJAN COLONY,Residential Grade - II Category - II,2017,500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HARIJAN COLONY,Residential Grade - II Category - II,2017,335
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HARIJAN COLONY,Residential Grade - II Category - II,2018,335
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HARIJAN COLONY,Residential Grade - II Category - II,2019,335
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HARIJAN COLONY,Residential Grade - II Category - II,2020,335
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HARIJAN COLONY,Residential Grade - II Category - II,2021,335
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HARIJAN COLONY,Residential Grade - II Category - II,2022,335
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HARIJAN COLONY,Residential Grade - II Category - II,2023,335
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HARIJAN COLONY,Residential Grade - II Category - II,2023,250
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HARIJAN COLONY,Residential Grade - II Category - II,2024,250
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HERITAGE MADURAI ENCLAVE,Residential Special Category - II,2012,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HERITAGE MADURAI ENCLAVE,Residential Special Category - II,2013,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HERITAGE MADURAI ENCLAVE,Residential Special Category - II,2014,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HERITAGE MADURAI ENCLAVE,Residential Special Category - II,2015,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HERITAGE MADURAI ENCLAVE,Residential Special Category - II,2016,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HERITAGE MADURAI ENCLAVE,Residential Special Category - II,2017,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HERITAGE MADURAI ENCLAVE,Residential Special Category - II,2017,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HERITAGE MADURAI ENCLAVE,Residential Special Category - II,2018,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HERITAGE MADURAI ENCLAVE,Residential Special Category - II,2019,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HERITAGE MADURAI ENCLAVE,Residential Special Category - II,2020,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HERITAGE MADURAI ENCLAVE,Residential Special Category - II,2021,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HERITAGE MADURAI ENCLAVE,Residential Special Category - II,2022,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HERITAGE MADURAI ENCLAVE,Residential Special Category - II,2023,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HERITAGE MADURAI ENCLAVE,Residential Special Category - II,2023,700
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HERITAGE MADURAI ENCLAVE,Residential Special Category - II,2024,700
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HMS COLONY,Residential Area - Class III,2012,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HMS COLONY,Residential Area - Class III,2013,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HMS COLONY,Residential Area - Class III,2014,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HMS COLONY,Residential Area - Class III,2015,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HMS COLONY,Residential Area - Class III,2016,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HMS COLONY,Residential Area - Class III,2017,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HMS COLONY,Residential Area - Class III,2017,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HMS COLONY,Residential Area - Class III,2018,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HMS COLONY,Residential Area - Class III,2019,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HMS COLONY,Residential Area - Class III,2020,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HMS COLONY,Residential Area - Class III,2021,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HMS COLONY,Residential Area - Class III,2022,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HMS COLONY,Residential Area - Class III,2023,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HMS COLONY,Residential Area - Class III,2023,400
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,HMS COLONY,Residential Area - Class III,2024,400
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,JAYNAGAR STREET,Residential Special Category - II,2012,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,JAYNAGAR STREET,Residential Special Category - II,2013,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,JAYNAGAR STREET,Residential Special Category - II,2014,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,JAYNAGAR STREET,Residential Special Category - II,2015,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,JAYNAGAR STREET,Residential Special Category - II,2016,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,JAYNAGAR STREET,Residential Special Category - II,2017,1500
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,JAYNAGAR STREET,Residential Special Category - II,2017,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,JAYNAGAR STREET,Residential Special Category - II,2018,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,JAYNAGAR STREET,Residential Special Category - II,2019,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,JAYNAGAR STREET,Residential Special Category - II,2020,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,JAYNAGAR STREET,Residential Special Category - II,2021,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,JAYNAGAR STREET,Residential Special Category - II,2022,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,JAYNAGAR STREET,Residential Special Category - II,2023,1005
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,JAYNAGAR STREET,Residential Special Category - II,2023,700
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,JAYNAGAR STREET,Residential Special Category - II,2024,700
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,KANNADHASAN STREET,Residential Grade I - I,2012,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,KANNADHASAN STREET,Residential Grade I - I,2013,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,KANNADHASAN STREET,Residential Grade I - I,2014,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,KANNADHASAN STREET,Residential Grade I - I,2015,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,KANNADHASAN STREET,Residential Grade I - I,2016,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,KANNADHASAN STREET,Residential Grade I - I,2017,1000
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,KANNADHASAN STREET,Residential Grade I - I,2017,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,KANNADHASAN STREET,Residential Grade I - I,2018,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,KANNADHASAN STREET,Residential Grade I - I,2019,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,KANNADHASAN STREET,Residential Grade I - I,2020,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,KANNADHASAN STREET,Residential Grade I - I,2021,670
Madurai,NAGAMALAI PUTHUKOTTAI,PONMENI STREET,KANNADHASAN STREET,Residential Grade I - I,2022,670
