Zone,Sub-Registrar-Office,Village,Street Name,Land Classification,Year,Price
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA HR.SEC.SCHOOL STREET,Residential Class I Type - I,2021,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA HR.SEC.SCHOOL STREET,Residential Class I Type - I,2022,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA HR.SEC.SCHOOL STREET,Residential Class I Type - I,2023,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA HR.SEC.SCHOOL STREET,Residential Class I Type - I,2023,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA HR.SEC.SCHOOL STREET,Residential Class I Type - I,2024,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA TEACHERS COLONY,Residential Class I Type - I,2012,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA TEACHERS COLONY,Residential Class I Type - I,2013,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA TEACHERS COLONY,Residential Class I Type - I,2014,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA TEACHERS COLONY,Residential Class I Type - I,2015,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA TEACHERS COLONY,Residential Class I Type - I,2016,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA TEACHERS COLONY,Residential Class I Type - I,2017,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA TEACHERS COLONY,Residential Class I Type - I,2017,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA TEACHERS COLONY,Residential Class I Type - I,2018,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA TEACHERS COLONY,Residential Class I Type - I,2019,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA TEACHERS COLONY,Residential Class I Type - I,2020,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA TEACHERS COLONY,Residential Class I Type - I,2021,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA TEACHERS COLONY,Residential Class I Type - I,2022,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA TEACHERS COLONY,Residential Class I Type - I,2023,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA TEACHERS COLONY,Residential Class I Type - I,2023,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOURASTRA TEACHERS COLONY,Residential Class I Type - I,2024,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOUTH SIDE ANTHONIAR KOVIL STREET,Residential Class I Type - I,2012,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOUTH SIDE ANTHONIAR KOVIL STREET,Residential Class I Type - I,2013,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOUTH SIDE ANTHONIAR KOVIL STREET,Residential Class I Type - I,2014,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOUTH SIDE ANTHONIAR KOVIL STREET,Residential Class I Type - I,2015,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOUTH SIDE ANTHONIAR KOVIL STREET,Residential Class I Type - I,2016,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOUTH SIDE ANTHONIAR KOVIL STREET,Residential Class I Type - I,2017,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOUTH SIDE ANTHONIAR KOVIL STREET,Residential Class I Type - I,2017,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOUTH SIDE ANTHONIAR KOVIL STREET,Residential Class I Type - I,2018,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOUTH SIDE ANTHONIAR KOVIL STREET,Residential Class I Type - I,2019,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOUTH SIDE ANTHONIAR KOVIL STREET,Residential Class I Type - I,2020,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOUTH SIDE ANTHONIAR KOVIL STREET,Residential Class I Type - I,2021,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOUTH SIDE ANTHONIAR KOVIL STREET,Residential Class I Type - I,2022,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOUTH SIDE ANTHONIAR KOVIL STREET,Residential Class I Type - I,2023,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOUTH SIDE ANTHONIAR KOVIL STREET,Residential Class I Type - I,2023,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SOUTH SIDE ANTHONIAR KOVIL STREET,Residential Class I Type - I,2024,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SRINIVASA PERUMAL KOVIL STREET,Residential Class I Type - I,2012,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SRINIVASA PERUMAL KOVIL STREET,Residential Class I Type - I,2013,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SRINIVASA PERUMAL KOVIL STREET,Residential Class I Type - I,2014,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SRINIVASA PERUMAL KOVIL STREET,Residential Class I Type - I,2015,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SRINIVASA PERUMAL KOVIL STREET,Residential Class I Type - I,2016,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SRINIVASA PERUMAL KOVIL STREET,Residential Class I Type - I,2017,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SRINIVASA PERUMAL KOVIL STREET,Residential Class I Type - I,2017,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SRINIVASA PERUMAL KOVIL STREET,Residential Class I Type - I,2018,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SRINIVASA PERUMAL KOVIL STREET,Residential Class I Type - I,2019,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SRINIVASA PERUMAL KOVIL STREET,Residential Class I Type - I,2020,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SRINIVASA PERUMAL KOVIL STREET,Residential Class I Type - I,2021,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SRINIVASA PERUMAL KOVIL STREET,Residential Class I Type - I,2022,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SRINIVASA PERUMAL KOVIL STREET,Residential Class I Type - I,2023,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SRINIVASA PERUMAL KOVIL STREET,Residential Class I Type - I,2023,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SRINIVASA PERUMAL KOVIL STREET,Residential Class I Type - I,2024,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SYED ISMAILPURAM STREET,Residential Class I Type - I,2012,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SYED ISMAILPURAM STREET,Residential Class I Type - I,2013,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SYED ISMAILPURAM STREET,Residential Class I Type - I,2014,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SYED ISMAILPURAM STREET,Residential Class I Type - I,2015,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SYED ISMAILPURAM STREET,Residential Class I Type - I,2016,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SYED ISMAILPURAM STREET,Residential Class I Type - I,2017,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SYED ISMAILPURAM STREET,Residential Class I Type - I,2017,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SYED ISMAILPURAM STREET,Residential Class I Type - I,2018,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SYED ISMAILPURAM STREET,Residential Class I Type - I,2019,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SYED ISMAILPURAM STREET,Residential Class I Type - I,2020,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SYED ISMAILPURAM STREET,Residential Class I Type - I,2021,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SYED ISMAILPURAM STREET,Residential Class I Type - I,2022,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SYED ISMAILPURAM STREET,Residential Class I Type - I,2023,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SYED ISMAILPURAM STREET,Residential Class I Type - I,2023,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,SYED ISMAILPURAM STREET,Residential Class I Type - I,2024,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM DEVI NAGAR,Residential Class I Type - I,2012,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM DEVI NAGAR,Residential Class I Type - I,2013,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM DEVI NAGAR,Residential Class I Type - I,2014,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM DEVI NAGAR,Residential Class I Type - I,2015,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM DEVI NAGAR,Residential Class I Type - I,2016,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM DEVI NAGAR,Residential Class I Type - I,2017,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM DEVI NAGAR,Residential Class I Type - I,2017,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM DEVI NAGAR,Residential Class I Type - I,2018,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM DEVI NAGAR,Residential Class I Type - I,2019,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM DEVI NAGAR,Residential Class I Type - I,2020,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM DEVI NAGAR,Residential Class I Type - I,2021,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM DEVI NAGAR,Residential Class I Type - I,2022,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM DEVI NAGAR,Residential Class I Type - I,2023,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM DEVI NAGAR,Residential Class I Type - I,2023,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM DEVI NAGAR,Residential Class I Type - I,2024,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM MARIAMMAN NAGAR,Residential Class I Type - I,2012,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM MARIAMMAN NAGAR,Residential Class I Type - I,2013,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM MARIAMMAN NAGAR,Residential Class I Type - I,2014,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM MARIAMMAN NAGAR,Residential Class I Type - I,2015,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM MARIAMMAN NAGAR,Residential Class I Type - I,2016,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM MARIAMMAN NAGAR,Residential Class I Type - I,2017,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM MARIAMMAN NAGAR,Residential Class I Type - I,2017,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM MARIAMMAN NAGAR,Residential Class I Type - I,2018,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM MARIAMMAN NAGAR,Residential Class I Type - I,2019,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM MARIAMMAN NAGAR,Residential Class I Type - I,2020,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM MARIAMMAN NAGAR,Residential Class I Type - I,2021,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM MARIAMMAN NAGAR,Residential Class I Type - I,2022,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM MARIAMMAN NAGAR,Residential Class I Type - I,2023,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM MARIAMMAN NAGAR,Residential Class I Type - I,2023,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM MARIAMMAN NAGAR,Residential Class I Type - I,2024,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM METTU STREET,Residential Class I Type - I,2012,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM METTU STREET,Residential Class I Type - I,2013,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM METTU STREET,Residential Class I Type - I,2014,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM METTU STREET,Residential Class I Type - I,2015,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM METTU STREET,Residential Class I Type - I,2016,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM METTU STREET,Residential Class I Type - I,2017,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM METTU STREET,Residential Class I Type - I,2017,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM METTU STREET,Residential Class I Type - I,2018,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM METTU STREET,Residential Class I Type - I,2019,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM METTU STREET,Residential Class I Type - I,2020,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM METTU STREET,Residential Class I Type - I,2021,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM METTU STREET,Residential Class I Type - I,2022,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM METTU STREET,Residential Class I Type - I,2023,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM METTU STREET,Residential Class I Type - I,2023,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM METTU STREET,Residential Class I Type - I,2024,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM ROAD,Residential Class I Type - I,2012,1800
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM ROAD,Residential Class I Type - I,2013,1800
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM ROAD,Residential Class I Type - I,2014,1800
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM ROAD,Residential Class I Type - I,2015,1800
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM ROAD,Residential Class I Type - I,2016,1800
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM ROAD,Residential Class I Type - I,2017,1800
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM ROAD,Residential Class I Type - I,2017,1230
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM ROAD,Residential Class I Type - I,2018,1230
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM ROAD,Residential Class I Type - I,2019,1230
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM ROAD,Residential Class I Type - I,2020,1230
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM ROAD,Residential Class I Type - I,2021,1230
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM ROAD,Residential Class I Type - I,2022,1230
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM ROAD,Residential Class I Type - I,2023,1230
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM ROAD,Residential Class I Type - I,2023,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM ROAD,Residential Class I Type - I,2024,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM THERKU THERU,Residential Class I Type - I,2012,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM THERKU THERU,Residential Class I Type - I,2013,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM THERKU THERU,Residential Class I Type - I,2014,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM THERKU THERU,Residential Class I Type - I,2015,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM THERKU THERU,Residential Class I Type - I,2016,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM THERKU THERU,Residential Class I Type - I,2017,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM THERKU THERU,Residential Class I Type - I,2017,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM THERKU THERU,Residential Class I Type - I,2018,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM THERKU THERU,Residential Class I Type - I,2019,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM THERKU THERU,Residential Class I Type - I,2020,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM THERKU THERU,Residential Class I Type - I,2021,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM THERKU THERU,Residential Class I Type - I,2022,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM THERKU THERU,Residential Class I Type - I,2023,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM THERKU THERU,Residential Class I Type - I,2023,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THEPPAKULAM THERKU THERU,Residential Class I Type - I,2024,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THIYAGARAJAR COLLEGE LANE,Residential Class I Type - I,2012,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THIYAGARAJAR COLLEGE LANE,Residential Class I Type - I,2013,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THIYAGARAJAR COLLEGE LANE,Residential Class I Type - I,2014,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THIYAGARAJAR COLLEGE LANE,Residential Class I Type - I,2015,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THIYAGARAJAR COLLEGE LANE,Residential Class I Type - I,2016,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THIYAGARAJAR COLLEGE LANE,Residential Class I Type - I,2017,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THIYAGARAJAR COLLEGE LANE,Residential Class I Type - I,2017,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THIYAGARAJAR COLLEGE LANE,Residential Class I Type - I,2018,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THIYAGARAJAR COLLEGE LANE,Residential Class I Type - I,2019,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THIYAGARAJAR COLLEGE LANE,Residential Class I Type - I,2020,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THIYAGARAJAR COLLEGE LANE,Residential Class I Type - I,2021,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THIYAGARAJAR COLLEGE LANE,Residential Class I Type - I,2022,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THIYAGARAJAR COLLEGE LANE,Residential Class I Type - I,2023,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THIYAGARAJAR COLLEGE LANE,Residential Class I Type - I,2023,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,THIYAGARAJAR COLLEGE LANE,Residential Class I Type - I,2024,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 1,VANDIYUR,Residential Class II Type - I,2012,800
Madurai,Madurai South Joint I,Town Suryvey Ward 1,VANDIYUR,Residential Class II Type - I,2013,800
Madurai,Madurai South Joint I,Town Suryvey Ward 1,VANDIYUR,Residential Class II Type - I,2014,800
Madurai,Madurai South Joint I,Town Suryvey Ward 1,VANDIYUR,Residential Class II Type - I,2015,800
Madurai,Madurai South Joint I,Town Suryvey Ward 1,VANDIYUR,Residential Class II Type - I,2016,800
Madurai,Madurai South Joint I,Town Suryvey Ward 1,VANDIYUR,Residential Class II Type - I,2017,800
Madurai,Madurai South Joint I,Town Suryvey Ward 1,VANDIYUR,Residential Class II Type - I,2017,536
Madurai,Madurai South Joint I,Town Suryvey Ward 1,VANDIYUR,Residential Class II Type - I,2018,536
Madurai,Madurai South Joint I,Town Suryvey Ward 1,VANDIYUR,Residential Class II Type - I,2019,536
Madurai,Madurai South Joint I,Town Suryvey Ward 1,VANDIYUR,Residential Class II Type - I,2020,536
Madurai,Madurai South Joint I,Town Suryvey Ward 1,VANDIYUR,Residential Class II Type - I,2021,536
Madurai,Madurai South Joint I,Town Suryvey Ward 1,VANDIYUR,Residential Class II Type - I,2022,536
Madurai,Madurai South Joint I,Town Suryvey Ward 1,VANDIYUR,Residential Class II Type - I,2023,536
Madurai,Madurai South Joint I,Town Suryvey Ward 1,VANDIYUR,Residential Class II Type - I,2023,800
Madurai,Madurai South Joint I,Town Suryvey Ward 1,VANDIYUR,Residential Class II Type - I,2024,800
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KAMARAJAR SALAI,Commercial Special Type - II,2012,7000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KAMARAJAR SALAI,Commercial Special Type - II,2013,7000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KAMARAJAR SALAI,Commercial Special Type - II,2014,7000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KAMARAJAR SALAI,Commercial Special Type - II,2015,7000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KAMARAJAR SALAI,Commercial Special Type - II,2016,7000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KAMARAJAR SALAI,Commercial Special Type - II,2017,7000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KAMARAJAR SALAI,Commercial Special Type - II,2017,5000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KAMARAJAR SALAI,Commercial Special Type - II,2018,5000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KAMARAJAR SALAI,Commercial Special Type - II,2019,5000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KAMARAJAR SALAI,Commercial Special Type - II,2020,5000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KAMARAJAR SALAI,Commercial Special Type - II,2021,5000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KAMARAJAR SALAI,Commercial Special Type - II,2022,5000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KAMARAJAR SALAI,Commercial Special Type - II,2023,5000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KAMARAJAR SALAI,Commercial Special Type - II,2023,7000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KAMARAJAR SALAI,Commercial Special Type - II,2024,7000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KANNIVADI RAMAN LANE,Residential Class I Type - I,2012,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KANNIVADI RAMAN LANE,Residential Class I Type - I,2013,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KANNIVADI RAMAN LANE,Residential Class I Type - I,2014,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KANNIVADI RAMAN LANE,Residential Class I Type - I,2015,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KANNIVADI RAMAN LANE,Residential Class I Type - I,2016,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KANNIVADI RAMAN LANE,Residential Class I Type - I,2017,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KANNIVADI RAMAN LANE,Residential Class I Type - I,2017,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KANNIVADI RAMAN LANE,Residential Class I Type - I,2018,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KANNIVADI RAMAN LANE,Residential Class I Type - I,2019,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KANNIVADI RAMAN LANE,Residential Class I Type - I,2020,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KANNIVADI RAMAN LANE,Residential Class I Type - I,2021,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KANNIVADI RAMAN LANE,Residential Class I Type - I,2022,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KANNIVADI RAMAN LANE,Residential Class I Type - I,2023,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KANNIVADI RAMAN LANE,Residential Class I Type - I,2023,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KANNIVADI RAMAN LANE,Residential Class I Type - I,2024,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KARUPANAPILLAI LANE,Residential Class III Type - I,2012,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KARUPANAPILLAI LANE,Residential Class III Type - I,2013,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KARUPANAPILLAI LANE,Residential Class III Type - I,2014,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KARUPANAPILLAI LANE,Residential Class III Type - I,2015,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KARUPANAPILLAI LANE,Residential Class III Type - I,2016,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KARUPANAPILLAI LANE,Residential Class III Type - I,2017,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KARUPANAPILLAI LANE,Residential Class III Type - I,2017,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KARUPANAPILLAI LANE,Residential Class III Type - I,2018,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KARUPANAPILLAI LANE,Residential Class III Type - I,2019,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KARUPANAPILLAI LANE,Residential Class III Type - I,2020,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KARUPANAPILLAI LANE,Residential Class III Type - I,2021,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KARUPANAPILLAI LANE,Residential Class III Type - I,2022,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KARUPANAPILLAI LANE,Residential Class III Type - I,2023,1005
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KARUPANAPILLAI LANE,Residential Class III Type - I,2023,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KARUPANAPILLAI LANE,Residential Class III Type - I,2024,1500
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KEELA MARATTU STREET,Commercial Special Type - IV,2012,5000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KEELA MARATTU STREET,Commercial Special Type - IV,2013,5000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KEELA MARATTU STREET,Commercial Special Type - IV,2014,5000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KEELA MARATTU STREET,Commercial Special Type - IV,2015,5000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KEELA MARATTU STREET,Commercial Special Type - IV,2016,5000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KEELA MARATTU STREET,Commercial Special Type - IV,2017,5000
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KEELA MARATTU STREET,Commercial Special Type - IV,2017,3350
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KEELA MARATTU STREET,Commercial Special Type - IV,2018,3350
Madurai,Madurai South Joint I,Town Suryvey Ward 2,KEELA MARATTU STREET,Commercial Special Type - IV,2019,3350
